id,spkid,full_name,pdes,name,prefix
c00003_0,1000504,"    3D/Biela",3D,Biela,D
c00004_0,1000026,"    4P/Faye",4P,Faye,P
c00005_0,1000505,"    5D/Brorsen",5D,Brorsen,D
c00006_0,1000017,"    6P/d'Arrest",6P,d'Arrest,P
c00007_0,1000069,"    7P/Pons-Winnecke",7P,Pons-Winnecke,P
c00009_0,1000093,"    9P/Tempel 1",9P,Tempel,P
c00010_0,1000094,"   10P/Tempel 2",10P,Tempel,P
c00011_0,1000368,"   11P/Tempel-Swift-LINEAR",11P,Tempel-Swift-LINEAR,P
c00014_0,1000110,"   14P/Wolf",14P,Wolf,P
c00015_0,1000027,"   15P/Finlay",15P,Finlay,P
c00016_0,1000008,"   16P/Brooks 2",16P,Brooks,P
c00017_0,1000044,"   17P/Holmes",17P,Holmes,P
c00018_0,1000144,"   18D/Perrine-Mrkos",18D,Perrine-Mrkos,D
c00019_0,1000005,"   19P/Borrelly",19P,Borrelly,P
c00021_0,1000032,"   21P/Giacobini-Zinner",21P,Giacobini-Zinner,P
c00022_0,1000054,"   22P/Kopff",22P,Kopff,P
c00024_0,1000077,"   24P/Schaumasse",24P,Schaumasse,P
c00025_0,1000064,"   25D/Neujmin 2",25D,Neujmin,D
c00026_0,1000034,"   26P/Grigg-Skjellerup",26P,Grigg-Skjellerup,P
c00028_0,1000063,"   28P/Neujmin 1",28P,Neujmin,P
c00029_0,1000079,"   29P/Schwassmann-Wachmann 1",29P,Schwassmann-Wachmann,P
c00030_0,1000070,"   30P/Reinmuth 1",30P,Reinmuth,P
c00031_0,1000080,"   31P/Schwassmann-Wachmann 2",31P,Schwassmann-Wachmann,P
c00032_0,1000015,"   32P/Comas Sola",32P,"Comas Sola",P
c00033_0,1000018,"   33P/Daniel",33P,Daniel,P
c00034_0,1000284,"   34D/Gale",34D,Gale,D
c00036_0,1000105,"   36P/Whipple",36P,Whipple,P
c00037_0,1000028,"   37P/Forbes",37P,Forbes,P
c00040_0,1000101,"   40P/Vaisala 1",40P,Vaisala,P
c00041_0,1000100,"   41P/Tuttle-Giacobini-Kresak",41P,Tuttle-Giacobini-Kresak,P
c00042_0,1000065,"   42P/Neujmin 3",42P,Neujmin,P
c00043_0,1000111,"   43P/Wolf-Harrington",43P,Wolf-Harrington,P
c00044_0,1000071,"   44P/Reinmuth 2",44P,Reinmuth,P
c00045_0,1000045,"   45P/Honda-Mrkos-Pajdusakova",45P,Honda-Mrkos-Pajdusakova,P
c00046_0,1000109,"   46P/Wirtanen",46P,Wirtanen,P
c00047_0,1000003,"   47P/Ashbrook-Jackson",47P,Ashbrook-Jackson,P
c00048_0,1000049,"   48P/Johnson",48P,Johnson,P
c00049_0,1000002,"   49P/Arend-Rigaux",49P,Arend-Rigaux,P
c00050_0,1000001,"   50P/Arend",50P,Arend,P
c00051_0,1000038,"   51P/Harrington",51P,Harrington,P
c00051_a,1000363,"   51P/Harrington-A",51P-A,Harrington,P
c00051_d,1003396,"   51P/Harrington-D",51P-D,Harrington,P
c00052_0,1000039,"   52P/Harrington-Abell",52P,Harrington-Abell,P
c00053_0,1000102,"   53P/Van Biesbroeck",53P,"Van Biesbroeck",P
c00054_0,1000414,"   54P/de Vico-Swift-NEAT",54P,"de Vico-Swift-NEAT",P
c00056_0,1000087,"   56P/Slaughter-Burnham",56P,Slaughter-Burnham,P
c00057_0,1000023,"   57P/duToit-Neujmin-Delporte",57P,duToit-Neujmin-Delporte,P
c00057_a,1000397,"   57P/duToit-Neujmin-Delporte-A",57P-A,duToit-Neujmin-Delporte,P
c00058_0,1000048,"   58P/Jackson-Neujmin",58P,Jackson-Neujmin,P
c00059_0,1000050,"   59P/Kearns-Kwee",59P,Kearns-Kwee,P
c00060_0,1000098,"   60P/Tsuchinshan 2",60P,Tsuchinshan,P
c00061_0,1000082,"   61P/Shajn-Schaldach",61P,Shajn-Schaldach,P
c00062_0,1000097,"   62P/Tsuchinshan 1",62P,Tsuchinshan,P
c00063_0,1000106,"   63P/Wild 1",63P,Wild,P
c00064_0,1000090,"   64P/Swift-Gehrels",64P,Swift-Gehrels,P
c00065_0,1000035,"   65P/Gunn",65P,Gunn,P
c00066_0,1000021,"   66P/du Toit",66P,"du Toit",P
c00067_0,1000012,"   67P/Churyumov-Gerasimenko",67P,Churyumov-Gerasimenko,P
c00068_0,1000051,"   68P/Klemola",68P,Klemola,P
c00069_0,1000092,"   69P/Taylor",69P,Taylor,P
c00070_0,1000053,"   70P/Kojima",70P,Kojima,P
c00071_0,1000014,"   71P/Clark",71P,Clark,P
c00072_0,1000020,"   72P/Denning-Fujikawa",72P,Denning-Fujikawa,P
c00073_0,1000394,"   73P/Schwassmann-Wachmann 3",73P,Schwassmann-Wachmann,P
c00073_b,1000320,"   73P/Schwassmann-Wachmann 3-B",73P-B,Schwassmann-Wachmann,P
c00073_c,1000081,"   73P/Schwassmann-Wachmann 3-C",73P-C,Schwassmann-Wachmann,P
c00073_e,1000324,"   73P/Schwassmann-Wachmann 3-E",73P-E,Schwassmann-Wachmann,P
c00073_g,1002326,"   73P/Schwassmann-Wachmann 3-G",73P-G,Schwassmann-Wachmann,P
c00073_h,1002327,"   73P/Schwassmann-Wachmann 3-H",73P-H,Schwassmann-Wachmann,P
c00073_j,1002336,"   73P/Schwassmann-Wachmann 3-J",73P-J,Schwassmann-Wachmann,P
c00073_k,1002332,"   73P/Schwassmann-Wachmann 3-K",73P-K,Schwassmann-Wachmann,P
c00073_l,1002334,"   73P/Schwassmann-Wachmann 3-L",73P-L,Schwassmann-Wachmann,P
c00073_m,1002331,"   73P/Schwassmann-Wachmann 3-M",73P-M,Schwassmann-Wachmann,P
c00073_n,1002338,"   73P/Schwassmann-Wachmann 3-N",73P-N,Schwassmann-Wachmann,P
c00073_p,1002335,"   73P/Schwassmann-Wachmann 3-P",73P-P,Schwassmann-Wachmann,P
c00073_q,1002333,"   73P/Schwassmann-Wachmann 3-Q",73P-Q,Schwassmann-Wachmann,P
c00073_r,1002339,"   73P/Schwassmann-Wachmann 3-R",73P-R,Schwassmann-Wachmann,P
c00073_s,1002340,"   73P/Schwassmann-Wachmann 3-S",73P-S,Schwassmann-Wachmann,P
c00073_t,1002341,"   73P/Schwassmann-Wachmann 3-T",73P-T,Schwassmann-Wachmann,P
c00073_u,1002342,"   73P/Schwassmann-Wachmann 3-U",73P-U,Schwassmann-Wachmann,P
c00073_v,1002343,"   73P/Schwassmann-Wachmann 3-V",73P-V,Schwassmann-Wachmann,P
c00073_w,1002344,"   73P/Schwassmann-Wachmann 3-W",73P-W,Schwassmann-Wachmann,P
c00073_x,1002345,"   73P/Schwassmann-Wachmann 3-X",73P-X,Schwassmann-Wachmann,P
c00073_y,1002346,"   73P/Schwassmann-Wachmann 3-Y",73P-Y,Schwassmann-Wachmann,P
c00073_z,1002348,"   73P/Schwassmann-Wachmann 3-Z",73P-Z,Schwassmann-Wachmann,P
c00073aa,1002349,"   73P/Schwassmann-Wachmann 3-AA",73P-AA,Schwassmann-Wachmann,P
c00073ab,1002350,"   73P/Schwassmann-Wachmann 3-AB",73P-AB,Schwassmann-Wachmann,P
c00073ac,1002351,"   73P/Schwassmann-Wachmann 3-AC",73P-AC,Schwassmann-Wachmann,P
c00073ad,1002352,"   73P/Schwassmann-Wachmann 3-AD",73P-AD,Schwassmann-Wachmann,P
c00073ae,1002353,"   73P/Schwassmann-Wachmann 3-AE",73P-AE,Schwassmann-Wachmann,P
c00073af,1002354,"   73P/Schwassmann-Wachmann 3-AF",73P-AF,Schwassmann-Wachmann,P
c00073ag,1002355,"   73P/Schwassmann-Wachmann 3-AG",73P-AG,Schwassmann-Wachmann,P
c00073ah,1002356,"   73P/Schwassmann-Wachmann 3-AH",73P-AH,Schwassmann-Wachmann,P
c00073ai,1002357,"   73P/Schwassmann-Wachmann 3-AI",73P-AI,Schwassmann-Wachmann,P
c00073aj,1002358,"   73P/Schwassmann-Wachmann 3-AJ",73P-AJ,Schwassmann-Wachmann,P
c00073ak,1002359,"   73P/Schwassmann-Wachmann 3-AK",73P-AK,Schwassmann-Wachmann,P
c00073al,1002360,"   73P/Schwassmann-Wachmann 3-AL",73P-AL,Schwassmann-Wachmann,P
c00073am,1002361,"   73P/Schwassmann-Wachmann 3-AM",73P-AM,Schwassmann-Wachmann,P
c00073an,1002363,"   73P/Schwassmann-Wachmann 3-AN",73P-AN,Schwassmann-Wachmann,P
c00073ao,1002364,"   73P/Schwassmann-Wachmann 3-AO",73P-AO,Schwassmann-Wachmann,P
c00073ap,1002365,"   73P/Schwassmann-Wachmann 3-AP",73P-AP,Schwassmann-Wachmann,P
c00073aq,1002366,"   73P/Schwassmann-Wachmann 3-AQ",73P-AQ,Schwassmann-Wachmann,P
c00073ar,1002367,"   73P/Schwassmann-Wachmann 3-AR",73P-AR,Schwassmann-Wachmann,P
c00073as,1002368,"   73P/Schwassmann-Wachmann 3-AS",73P-AS,Schwassmann-Wachmann,P
